 exp   x    Q2    WSQ   F2Dp_data   F2Dp_err  F2Dp_norm  F2Dp_f1f217   F2Dp_ineft   F2d_f1f217   F2p_f1f217      F2d_ineft   F2p_ineft
8.0   0.66250   3.03800   2.42802      0.77920      0.05130      0.01000          1.54402          0.75467          0.13216          0.08559          0.06753          0.08948
8.0   0.66950   3.05800   2.38994      0.80350      0.05140      0.01000          1.45332          0.70465          0.12788          0.08799          0.06526          0.09261
8.0   0.67650   3.07600   2.35129      0.76770      0.05160      0.01000          1.33319          0.64685          0.12375          0.09282          0.06320          0.09770
8.0   0.68350   3.09500   2.31352      0.76700      0.05180      0.01000          1.20775          0.59677          0.11953          0.09897          0.06110          0.10238
8.0   0.69050   3.11500   2.27658      0.67310      0.05180      0.01000          1.11717          0.57378          0.11515          0.10307          0.05866          0.10224
8.0   0.69750   3.13400   2.23954      0.61420      0.05190      0.01000          1.10153          0.59063          0.11059          0.10039          0.05588          0.09461
8.0   0.70450   3.15200   2.20245      0.56670      0.05220      0.01000          1.17167          0.64763          0.10583          0.09033          0.05358          0.08273
8.0   0.71150   3.17100   2.16614      0.55810      0.05250      0.01000          1.29317          0.71249          0.10092          0.07804          0.05102          0.07161
8.0   0.71900   3.19100   2.12746      0.59020      0.05270      0.01000          1.42993          0.74933          0.09561          0.06687          0.04674          0.06238
8.0   0.72650   3.20900   2.08842      0.63870      0.05310      0.01000          1.54291          0.78379          0.09038          0.05858          0.04359          0.05561
8.0   0.73350   3.22800   2.05317      0.73930      0.05340      0.01000          1.61457          0.80005          0.08563          0.05304          0.04075          0.05093
8.0   0.74100   3.24700   2.01527      0.83440      0.05390      0.01000          1.66260          0.80653          0.08079          0.04859          0.03791          0.04701
8.0   0.75650   3.28500   1.93772      0.84450      0.04800      0.01000          1.69860          0.83905          0.07174          0.04223          0.03446          0.04107
8.0   0.76400   3.30400   1.90096      0.83600      0.04820      0.01000          1.70144          0.84724          0.06783          0.03987          0.03291          0.03884
8.0   0.77150   3.32200   1.86425      0.83740      0.04820      0.01000          1.70297          0.85140          0.06423          0.03772          0.03143          0.03692
8.0   0.77950   3.34100   1.82544      1.04240      0.04840      0.01000          1.70679          0.85138          0.06069          0.03556          0.02992          0.03514
8.0   0.78750   3.36100   1.78729      1.03820      0.04850      0.01000          1.71361          0.84650          0.05742          0.03351          0.02844          0.03360
8.0   0.79550   3.37900   1.74900      0.98340      0.04880      0.01000          1.72040          0.83585          0.05442          0.03163          0.02704          0.03235
8.0   0.81150   3.41700   1.67408      1.09880      0.05100      0.01000          1.69385          0.79262          0.04901          0.02894          0.02435          0.03072
8.0   0.81950   3.43600   1.63716      0.95930      0.05110      0.01000          1.63432          0.75697          0.04653          0.02847          0.02307          0.03048
8.0   0.82750   3.45500   1.60058      0.90080      0.05120      0.01000          1.53304          0.71092          0.04412          0.02878          0.02182          0.03069
8.0   0.83600   3.47400   1.56186      0.88210      0.05140      0.01000          1.39042          0.65343          0.04164          0.02994          0.02049          0.03135
8.0   0.84450   3.49300   1.52353      0.78000      0.05150      0.01000          1.24655          0.60027          0.03912          0.03138          0.01907          0.03177
8.0   0.85300   3.51200   1.48559      0.77330      0.05200      0.01000          1.15464          0.57801          0.03656          0.03166          0.01749          0.03026
8.0   0.86150   3.53100   1.44802      0.70650      0.05240      0.01000          1.16885          0.61600          0.03398          0.02907          0.01578          0.02562
8.0   0.87000   3.55000   1.41081      0.85290      0.05310      0.01000          1.33835          0.72029          0.03141          0.02347          0.01406          0.01952
8.0   0.87850   3.56900   1.37396      1.00570      0.08540      0.01000          1.71815          0.86862          0.02896          0.01685          0.01241          0.01429
8.0   0.88750   3.58800   1.33517      1.42910      0.08620      0.01000          2.46351          1.04673          0.02658          0.01079          0.01073          0.01025
8.0   0.89600   3.60700   1.29902      1.33880      0.08720      0.01000          3.73413          1.22732          0.02464          0.00660          0.00916          0.00746
8.0   0.90500   3.62600   1.26098      1.83110      0.08850      0.01000          6.44498          1.45661          0.02302          0.00357          0.00749          0.00514
8.0   0.91400   3.64400   1.22323      2.56730      0.09010      0.01000         13.48857          1.81802          0.02191          0.00162          0.00579          0.00318
8.0   0.92300   3.66300   1.18594      4.65350      0.09250      0.01000         45.58947          2.82303          0.02134          0.00047          0.00404          0.00143
8.0   0.45900   2.63500   3.98610      0.82140      0.05450      0.01000          1.61541          0.79637          0.32590          0.20174          0.16288          0.20453
8.0   0.46500   2.66200   3.94309      0.80380      0.05490      0.01000          1.60906          0.79468          0.31901          0.19826          0.15943          0.20062
8.0   0.47100   2.68900   3.90048      0.75000      0.05510      0.01000          1.60336          0.79293          0.31223          0.19474          0.15599          0.19673
8.0   0.47750   2.71600   3.85231      0.75460      0.05540      0.01000          1.59817          0.79109          0.30513          0.19093          0.15232          0.19254
8.0   0.48400   2.74300   3.80471      0.75480      0.05550      0.01000          1.59413          0.78946          0.29814          0.18703          0.14867          0.18831
8.0   0.49000   2.76900   3.76238      0.76470      0.05300      0.01000          1.59137          0.78830          0.29171          0.18331          0.14530          0.18432
8.0   0.49650   2.79600   3.71577      0.73740      0.05040      0.01000          1.58902          0.78770          0.28473          0.17918          0.14170          0.17989
8.0   0.50300   2.82200   3.66869      0.74840      0.05050      0.01000          1.58709          0.78797          0.27764          0.17494          0.13814          0.17531
8.0   0.50950   2.84900   3.62311      0.74620      0.05040      0.01000          1.58520          0.78905          0.27035          0.17054          0.13459          0.17057
